file,Ad-Aware,AegisLab,AhnLab-V3,Alibaba,ALYac,Antiy-AVL,Arcabit,Avast,Avast-Mobile,AVG,Avira,AVware,Baidu,BitDefender,Bkav,CAT-QuickHeal,ClamAV,CMC,Comodo,CrowdStrike-Falcon,Cybereason,Cylance,Cyren,DrWeb,eGambit,Emsisoft,Endgame,ESET-NOD32,Fortinet,F-Prot,F-Secure,GData,Ikarus,Jiangmin,K7AntiVirus,K7GW,Kaspersky,Kingsoft,Malwarebytes,MAX,McAfee,McAfee-GW-Edition,Microsoft,MicroWorld-eScan,NANO-Antivirus,nProtect,Palo-Alto-Networks,Panda,Qihoo-360,Rising,SentinelOne,Sophos,Sophos-AV,Sophos-ML,SUPERAntiSpyware,Symantec,Symantec-Mobile-Insight,Tencent,TheHacker,TotalDefense,TrendMicro,TrendMicro-HouseCall,Trustlook,VBA32,VIPRE,ViRobot,Webroot,WhiteArmor,Yandex,Zillya,ZoneAlarm,Zoner,
https://www.virustotal.com/file/c0e741e377192bf86ad9e0e8aeb4d9f243fb83a1b0fd70e3888be8a4c8c085cc/analysis/1528148236/,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,N,N,N,1,1,N,1,N,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,1,1,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/f8dad89b15e3cfc31ab735943d23cdc2750e96251ac6845b0457e7c01f2e739b/analysis/1528148236/,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,N,N,N,1,0,N,1,N,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,N,0,0,0,N,1,N,N,0,1,N,1,0,0,0,1,N,0,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/a90c99e7036ff77eec6a435dc4447a6b1d25d22eb2405cdcbe6e3271cba4a86a/analysis/1528148237/,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,N,N,N,1,1,N,1,N,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,N,1,1,0,N,1,N,N,0,1,N,1,0,1,1,1,N,1,0,0,0,N,1,1,1,1,
https://www.virustotal.com/file/58b3937759223d6525c923bcdde6e8c24753bba6bf1bb9e1e52fb756fb3729ea/analysis/1528148237/,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,N,N,N,1,0,N,1,N,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,N,0,0,0,N,0,N,N,0,1,N,1,0,0,0,1,N,1,0,0,0,N,0,0,1,0,
https://www.virustotal.com/file/08cee0ced7a1df45747e5185a818939c74796b95d0929700abf2d2958ada3915/analysis/1528148238/,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,N,N,N,1,0,N,1,N,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,0,0,0,0,N,0,N,1,0,
https://www.virustotal.com/file/5623e1daf9fa8730a7f4aa8711c8b8ca81880d9adaa6c619d864df8067f699ea/analysis/1528148238/,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,N,N,N,1,1,N,1,N,1,0,0,1,1,N,0,0,0,1,0,0,1,1,1,1,1,1,0,N,0,0,0,N,1,N,N,0,1,N,1,0,0,1,1,N,1,0,0,0,N,0,N,1,0,
https://www.virustotal.com/file/31d29f737795a592ec68f80da607510c14d9000d168a567691c7ea802444e433/analysis/1528148239/,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,N,0,0,N,N,N,1,1,N,1,N,1,0,0,1,1,N,1,1,1,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,0,1,1,N,1,0,0,0,N,0,N,1,0,
https://www.virustotal.com/file/7c4595c5692ccdb5436b7897e1862352d2e0bea13f0180f16831bea06c09e0e2/analysis/1528148239/,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,N,N,N,1,1,N,1,N,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,N,0,0,0,N,1,N,N,0,1,N,1,0,0,1,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/554a7674e5e7e3d166a2d4fb1559fa3e53bd2e66b3c38bb7e781ec6afae83fc5/analysis/1528148239/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,N,N,N,1,1,N,1,N,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,1,1,1,N,1,0,0,0,N,0,1,1,0,
https://www.virustotal.com/file/357896161032289ab40a0d2815fa5ba7e29b31868bf33a8a3e3c7e21155e9eda/analysis/1528148240/,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,N,N,N,1,0,N,1,N,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,N,0,0,0,N,0,N,N,0,1,N,0,0,0,0,1,N,0,0,0,0,N,0,0,0,0,
https://www.virustotal.com/file/20770b5c919affeff0ed9f1e5e578f1a27479c2e4d71fd6f585e26f971f9dea6/analysis/1528148240/,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,N,N,N,1,1,N,1,N,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,N,0,1,0,N,1,N,N,0,1,N,1,0,1,1,1,N,1,0,1,0,N,0,1,1,0,
